,city,Area,education,remote,experience,fulltime,label,Target,labelTree
689,2,3,2,2,2,2,3,2,4
690,2,2,1,2,1,1,5,4,6
691,2,2,2,2,2,2,3,2,4
692,1,2,2,2,2,1,2,2,3
693,3,1,1,2,1,1,5,3,6
694,2,2,1,2,1,1,5,4,6
695,2,3,2,2,2,2,3,5,4
696,3,1,1,2,1,1,5,5,6
697,3,1,1,1,1,2,2,2,3
698,3,3,1,2,1,1,5,5,6
699,2,2,1,2,1,1,5,3,6
700,3,1,1,2,1,1,5,5,6
701,1,1,2,2,2,1,2,2,3
702,3,3,1,2,1,1,5,1,6
703,2,2,1,2,1,1,5,5,6
704,2,2,2,2,2,2,3,5,4
705,2,2,2,2,2,2,3,3,4
706,3,1,1,2,1,1,5,4,6
707,2,3,2,2,2,2,3,3,4
708,2,2,1,2,1,1,5,5,6
709,2,2,1,2,1,1,5,5,6
710,2,3,2,2,2,2,3,2,4
711,2,2,1,2,1,1,5,3,6
712,2,2,2,2,2,2,3,3,4
713,2,2,2,2,2,2,3,3,4
714,2,2,2,2,2,2,3,5,4
715,2,2,1,2,1,1,5,5,6
716,1,1,2,2,2,1,2,2,3
717,3,1,1,2,1,1,5,2,6
718,3,3,1,2,1,1,5,5,6
719,2,3,2,2,2,2,3,2,4
720,2,2,1,2,1,1,5,4,6
721,2,2,1,2,1,1,5,2,6
722,1,3,2,1,2,1,1,2,2
723,3,3,1,2,1,1,5,5,6
724,2,3,2,2,2,2,3,2,4
725,1,3,2,1,2,1,1,2,2
726,2,2,1,2,1,1,5,5,6
727,2,2,1,2,1,1,5,2,6
728,2,3,2,2,2,2,3,3,4
729,3,3,1,2,1,1,5,4,6
730,3,1,1,2,1,1,5,5,6
731,2,3,2,2,2,2,3,2,4
732,2,3,2,2,2,2,3,5,4
733,3,3,1,2,1,1,5,4,6
734,2,2,1,2,1,1,5,3,6
735,2,2,1,2,1,1,5,5,6
736,2,2,1,2,1,1,5,5,6
737,2,2,2,2,2,2,3,3,4
738,2,3,2,2,2,2,3,5,4
739,2,3,2,2,2,2,3,3,4
740,2,2,1,2,1,1,5,3,6
741,2,2,1,2,1,1,5,5,6
742,3,1,1,2,1,1,5,3,6
743,2,2,1,2,1,1,5,2,6
744,3,1,1,2,1,1,5,5,6
745,2,2,1,2,1,1,5,3,6
746,2,2,2,2,2,2,3,5,4
747,2,3,2,2,2,2,3,3,4
748,3,3,1,2,1,1,5,2,6
749,2,3,2,2,2,2,3,1,4
750,3,3,1,2,1,1,5,4,6
751,2,3,2,2,2,2,3,5,4
752,2,2,1,2,1,1,5,4,6
753,2,2,2,2,2,2,3,1,4
754,1,3,2,1,2,1,1,2,2
755,2,2,1,2,1,1,5,2,6
756,3,3,1,2,1,1,5,3,6
757,3,1,1,1,1,2,2,2,3
758,2,3,2,2,2,2,3,5,4
759,3,3,1,2,1,1,5,5,6
760,2,2,1,2,1,1,5,2,6
761,3,3,1,2,1,1,5,2,6
762,2,2,2,2,2,2,3,2,4
763,2,2,2,2,2,2,3,3,4
764,3,3,1,2,1,1,5,3,6
765,2,3,2,2,2,2,3,1,4
766,2,2,2,2,2,2,3,5,4
767,2,2,2,2,2,2,3,3,4
768,1,3,2,1,2,1,1,1,2
769,1,1,2,2,2,1,2,2,3
770,2,2,2,2,2,2,3,3,4
771,2,2,2,2,2,2,3,2,4
772,2,3,2,2,2,2,3,2,4
773,1,2,1,1,1,2,2,1,3
774,1,1,2,2,2,1,2,1,3
775,2,2,1,2,1,1,5,5,6
776,2,2,1,2,1,1,5,5,6
777,1,3,2,1,2,1,1,2,2
778,2,2,2,2,2,2,3,3,4
779,1,3,2,1,2,1,1,2,2
780,3,1,1,2,1,1,5,3,6
781,3,1,1,2,1,1,5,3,6
782,3,3,1,2,1,1,5,5,6
783,3,1,1,2,1,1,5,5,6
784,2,3,2,2,2,2,3,5,4
785,3,1,1,1,1,2,2,2,3
786,2,2,2,2,2,2,3,2,4
787,2,2,1,2,1,1,5,5,6
788,2,2,1,2,1,1,5,3,6
789,2,2,2,2,2,2,3,3,4
790,3,1,1,2,1,1,5,3,6
791,1,1,2,2,2,1,2,1,3
792,2,2,1,2,1,1,5,2,6
793,3,3,1,2,1,1,5,5,6
794,3,3,1,2,1,1,5,2,6
795,2,3,2,2,2,2,3,5,4
796,2,2,2,2,2,2,3,3,4
797,1,3,2,1,2,1,1,1,2
798,2,2,2,2,2,2,3,3,4
799,2,3,2,2,2,2,3,2,4
800,2,2,2,2,2,2,3,5,4
801,3,1,1,1,1,2,2,2,3
802,2,3,2,2,2,2,3,3,4
803,3,3,1,2,1,1,5,4,6
804,2,2,1,2,1,1,5,5,6
805,1,1,2,2,2,1,2,2,3
806,1,3,2,1,2,1,1,1,2
807,2,2,1,2,1,1,5,5,6
808,2,2,1,2,1,1,5,5,6
809,2,2,2,2,2,2,3,1,4
810,3,1,1,1,1,2,2,2,3
811,2,2,2,2,2,2,3,2,4
812,2,3,2,2,2,2,3,1,4
813,3,3,1,2,1,1,5,5,6
814,2,2,1,2,1,1,5,4,6
815,2,2,1,2,1,1,5,3,6
816,3,3,1,2,1,1,5,1,6
817,2,2,1,2,1,1,5,5,6
818,3,3,1,2,1,1,5,5,6
819,3,3,1,2,1,1,5,2,6
820,2,2,2,2,2,2,3,3,4
821,2,3,2,2,2,2,3,5,4
822,3,1,1,2,1,1,5,3,6
823,2,3,2,2,2,2,3,3,4
824,3,1,1,2,1,1,5,5,6
825,3,3,1,2,1,1,5,3,6
826,3,1,1,2,1,1,5,2,6
827,2,2,1,2,1,1,5,5,6
828,2,2,1,2,1,1,5,5,6
829,3,1,1,2,1,1,5,5,6
830,3,1,1,1,1,2,2,2,3
831,3,3,1,2,1,1,5,3,6
832,2,3,2,2,2,2,3,2,4
833,2,2,2,2,2,2,3,2,4
834,1,3,2,1,2,1,1,2,2
835,3,1,1,2,1,1,5,4,6
836,2,2,1,2,1,1,5,5,6
837,3,3,1,2,1,1,5,3,6
838,3,1,1,2,1,1,5,2,6
839,3,3,1,2,1,1,5,5,6
840,3,3,1,2,1,1,5,2,6
841,3,1,1,2,1,1,5,5,6
842,2,2,2,2,2,2,3,1,4
843,2,3,2,2,2,2,3,3,4
844,1,3,2,1,2,1,1,1,2
845,3,3,1,2,1,1,5,5,6
846,2,2,2,2,2,2,3,5,4
847,3,1,1,2,1,1,5,4,6
848,2,2,1,2,1,1,5,4,6
849,2,2,2,2,2,2,3,2,4
850,3,1,1,2,1,1,5,3,6
851,3,1,1,1,1,2,2,2,3
852,2,2,2,2,2,2,3,3,4
853,2,2,1,2,1,1,5,3,6
854,3,3,1,2,1,1,5,2,6
855,3,1,1,2,1,1,5,2,6
856,2,2,1,2,1,1,5,4,6
857,2,2,2,2,2,2,3,3,4
858,2,2,2,2,2,2,3,3,4
859,1,3,2,1,2,1,1,2,2
860,1,1,2,2,2,1,2,3,3
861,1,3,2,1,2,1,1,2,2
862,1,3,2,1,2,1,1,2,2
863,2,2,1,2,1,1,5,5,6
864,2,2,2,2,2,2,3,5,4
865,3,3,1,2,1,1,5,5,6
866,2,2,1,2,1,1,5,3,6
867,3,3,1,2,1,1,5,3,6
868,3,1,1,2,1,1,5,3,6
869,1,1,2,2,2,1,2,2,3
870,2,3,2,2,2,2,3,5,4
871,2,2,1,2,1,1,5,4,6
872,2,2,1,2,1,1,5,4,6
873,2,3,2,2,2,2,3,3,4
874,3,3,1,2,1,1,5,4,6
875,2,2,2,2,2,2,3,2,4
876,1,1,2,2,2,1,2,2,3
877,3,3,1,2,1,1,5,5,6
878,3,1,1,1,1,2,2,2,3
879,3,1,1,1,1,2,2,5,3
880,2,3,2,2,2,2,3,3,4
881,1,1,2,2,2,1,2,2,3
882,2,2,2,2,2,2,3,5,4
883,1,3,2,1,2,1,1,1,2
884,2,2,1,2,1,1,5,3,6
885,2,3,2,2,2,2,3,3,4
886,3,3,1,2,1,1,5,2,6
887,2,2,1,2,1,1,5,4,6
888,3,1,1,2,1,1,5,3,6
889,1,3,2,1,2,1,1,1,2
890,1,3,2,1,2,1,1,1,2
891,2,2,1,2,1,1,5,3,6
892,3,3,1,2,1,1,5,2,6
893,3,3,1,2,1,1,5,2,6
894,3,1,1,1,1,2,2,5,3
895,2,2,2,2,2,2,3,3,4
896,1,3,2,1,2,1,1,2,2
897,2,2,2,2,2,2,3,3,4
898,2,3,2,2,2,2,3,3,4
899,3,3,1,2,1,1,5,5,6
900,2,3,2,2,2,2,3,2,4
901,3,3,1,2,1,1,5,2,6
902,2,2,1,2,1,1,5,5,6
903,3,3,1,2,1,1,5,1,6
904,3,1,1,1,1,2,2,2,3
905,2,2,1,2,1,1,5,5,6
906,1,3,2,1,2,1,1,1,2
907,2,2,1,2,1,1,5,4,6
908,3,1,1,2,1,1,5,5,6
909,2,2,1,2,1,1,5,3,6
910,2,2,1,2,1,1,5,4,6
911,2,2,1,2,1,1,5,4,6
912,3,3,1,2,1,1,5,2,6
913,2,2,2,2,2,2,3,2,4
914,3,3,1,2,1,1,5,2,6
915,2,3,2,2,2,2,3,3,4
916,2,2,2,2,2,2,3,5,4
917,3,3,1,2,1,1,5,5,6
918,2,3,2,2,2,2,3,5,4
919,1,3,2,1,2,1,1,1,2
920,2,2,2,2,2,2,3,3,4
921,1,1,2,2,2,1,2,1,3
922,3,3,1,2,1,1,5,1,6
923,3,3,1,2,1,1,5,2,6
924,1,3,2,1,2,1,1,1,2
925,2,2,2,2,2,2,3,5,4
926,2,2,1,2,1,1,5,3,6
927,3,1,1,1,1,2,2,2,3
928,3,3,1,2,1,1,5,2,6
